strike,type,last_traded_price,last_traded_quantity,trade_volume,best_bid_price,best_bid_quantity,best_ask_price,best_ask_quantity,total_buy_quantity,total_sell_quantity,average_trade_price,exchange_timestamp,open_price,high_price,low_price,close_price,underlaying_price
2690000,PE,12885,80,97240,12770,20,12880,300,41080,29820,13680,1567136845,14400,15825,12300,14380,2746720
2700000,CE,64160,20,1840,64165,40,64900,40,33320,24560,63833,1567136845,62580,65065,61605,54730,2746720
2700000,PE,15030,20,164000,14995,60,15055,20,57480,37060,15613,1567136845,16000,18000,14500,17240,2746720
2710000,CE,57020,60,3340,56995,20,57760,40,31800,25000,55691,1567136845,56055,57745,54360,50375,2746720
2710000,PE,17645,20,65380,17575,20,17700,20,41880,46980,18506,1567136845,20280,20720,17040,20640,2746720
2720000,CE,50325,20,6580,50180,40,50505,20,29880,28000,49175,1567136845,49845,51095,46915,43110,2746720
2720000,PE,20550,20,68220,20545,20,20685,40,43940,34580,21253,1567136845,25000,25000,19510,24030,2746720
2730000,CE,43760,20,24240,43530,40,43695,20,34700,33000,42687,1567136845,35110,44430,35110,36655,2746720
2730000,PE,23675,40,55960,23710,40,23840,40,41180,35280,24768,1567136845,16800,26970,16800,27925,2746720
2740000,CE,37455,20,56240,37340,20,37435,20,50120,41800,36839,1567136845,39630,39630,34800,31680,2746720
2740000,PE,27695,20,61380,27605,20,27735,20,40060,34300,28483,1567136845,32900,34825,27000,32170,2746720
2750000,CE,31695,480,130300,31665,20,31710,100,53400,51600,31157,1567136845,28505,32390,28500,26750,2746720
2750000,PE,31615,40,74260,31515,260,31780,60,44060,33820,32287,1567136845,29000,34825,29000,37370,2746720
2760000,CE,26760,20,100680,26715,60,26825,20,51300,47300,26328,1567136845,27560,27560,24155,22870,2746720
2760000,PE,36125,20,10760,36315,40,36830,20,28120,25920,36811,1567136845,36935,39990,35900,43235,2746720
2770000,CE,22380,20,102400,22300,20,22370,120,50280,55980,21905,1567136845,23905,24555,19810,19065,2746720
2770000,PE,42095,20,2140,41610,20,42240,20,27640,25580,42876,1567136845,42180,45155,41410,49575,2746720
2780000,CE,18365,20,130900,18360,40,18430,20,51200,48260,18112,1567136845,17000,19195,15635,16020,2746720
2780000,PE,47880,20,2920,47815,60,48690,40,25040,22580,48499,1567136845,51035,51035,47635,56015,2746720
2790000,CE,14990,40,107500,14910,20,14995,20,46920,41860,14783,1567136845,14400,15835,12725,13280,2746720
2790000,PE,54535,20,120,54155,20,55330,20,27260,21820,55090,1567136845,55000,55605,54535,62795,2746720
2690000,CE,67695,20,0,69810,20,71490,40,12660,8060,0,1567136904,0,0,0,67695,2742685
2690000,PE,13600,20,121020,13585,20,13620,20,39720,40020,13592,1567136904,14400,15825,12300,14380,2742685
2700000,CE,62345,20,3720,62185,80,62325,20,32800,24800,63503,1567136904,62580,65065,61605,54730,2742685
2700000,PE,16085,20,212760,16015,20,16085,20,62780,39680,15582,1567136904,16000,18000,14500,17240,2742685
2710000,CE,55505,20,3460,55200,20,55775,20,31780,25480,55701,1567136904,56055,57745,54360,50375,2742685
2710000,PE,18725,20,76840,18695,20,18755,20,42620,47580,18453,1567136904,20280,20720,17040,20640,2742685
2720000,CE,48485,20,9740,48325,20,48505,20,30120,28640,49205,1567136904,49845,51095,46915,43110,2742685
2720000,PE,21990,20,89700,21850,20,21990,180,45600,32140,21224,1567136904,25000,25000,19510,24030,2742685
2730000,CE,41920,20,33460,41755,20,41940,20,33200,33380,42647,1567136904,35110,44430,35110,36655,2742685
2730000,PE,25295,20,83440,25285,20,25435,20,42040,35400,24694,1567136904,16800,26970,16800,27925,2742685
2740000,CE,36055,20,73800,36030,20,36130,20,50460,45540,36802,1567136904,39630,39630,34800,31680,2742685
2740000,PE,29260,20,82740,29220,20,29300,20,43060,32420,28436,1567136904,32900,34825,27000,32170,2742685
2750000,CE,30595,20,176440,30550,60,30630,40,57640,60920,31150,1567136904,28505,32390,28500,26750,2742685
2750000,PE,33400,120,111540,33325,20,33400,440,46780,33240,32362,1567136904,29000,34825,29000,37370,2742685
2760000,CE,26000,40,164180,26000,80,26065,20,48020,49340,26318,1567136904,27560,27560,24155,22870,2742685
2760000,PE,38485,20,13840,38485,20,38750,20,29700,25740,37016,1567136904,36935,39990,35900,43235,2742685
2770000,CE,21605,20,139000,21530,20,21600,20,48340,52140,21886,1567136904,23905,24555,19810,19065,2742685
2770000,PE,44450,20,3580,44055,20,44505,60,28140,25980,43143,1567136904,42180,45155,41410,49575,2742685
2780000,CE,17790,20,163740,17715,20,17785,20,53100,53120,18093,1567136904,17000,19195,15635,16020,2742685
2780000,PE,50595,20,3940,49920,60,50685,40,25320,22620,48714,1567136904,51035,51035,47635,56015,2742685
2790000,CE,14505,20,129220,14435,20,14515,20,47420,42260,14767,1567136904,14400,15835,12725,13280,2742685
2790000,PE,57000,20,380,56645,20,57700,20,27360,21600,54922,1567136904,55000,57000,54435,62795,2742685
2690000,CE,67695,20,0,68410,20,70195,40,12700,7920,0,1567136965,0,0,0,67695,2739430
2690000,PE,14525,40,159540,14505,20,14545,40,41660,41900,13794,1567136965,14400,15825,12300,14380,2739430
2700000,CE,61690,20,8580,61315,40,61795,40,32580,25080,62330,1567136965,62580,65065,59905,54730,2739430
2700000,PE,16995,20,286100,16950,20,17000,20,55360,44200,15913,1567136965,16000,18000,14500,17240,2739430
2710000,CE,54500,20,4520,54305,20,54565,40,31940,26320,55337,1567136965,56055,57745,52805,50375,2739430
2710000,PE,19890,20,104060,19840,20,19930,360,40800,48140,18778,1567136965,20280,20720,17040,20640,2739430
2720000,CE,47870,20,15800,47650,40,47875,20,30360,29720,48515,1567136965,49845,51095,46000,43110,2739430
2720000,PE,23140,80,123060,23050,20,23150,200,45280,36220,21677,1567136965,25000,25000,19510,24030,2739430
2730000,CE,41575,20,45060,41380,20,41545,20,34220,35120,42190,1567136965,35110,44430,35110,36655,2739430
2730000,PE,26655,20,117900,26650,20,26780,40,40000,40440,25232,1567136965,16800,27500,16800,27925,2739430
2740000,CE,35770,20,100160,35695,20,35825,20,49300,46020,36407,1567136965,39630,39630,34000,31680,2739430
2740000,PE,30765,20,121240,30640,20,30740,60,43800,33860,29090,1567136965,32900,34825,27000,32170,2739430
2750000,CE,30505,20,234760,30430,20,30505,20,54980,60340,30852,1567136965,28505,32390,28500,26750,2739430
2750000,PE,35080,80,143720,35145,20,35260,20,50380,33940,32949,1567136965,29000,36500,29000,37370,2739430
2760000,CE,25860,20,223280,25770,40,25860,20,45020,52180,26083,1567136965,27560,27560,24155,22870,2739430
2760000,PE,40475,40,21600,40425,20,40750,20,30680,26220,38196,1567136965,36935,41895,35900,43235,2739430
2770000,CE,21565,20,174820,21500,120,21560,20,49660,53940,21720,1567136965,23905,24555,19810,19065,2739430
2770000,PE,46075,20,6680,46025,20,46355,20,28980,26280,44440,1567136965,42180,47635,41410,49575,2739430
2780000,CE,17730,20,210180,17690,20,17790,140,53100,55280,17943,1567136965,17000,19195,15635,16020,2739430
2780000,PE,52655,20,4760,52045,40,52760,60,27640,22660,49342,1567136965,51035,53530,47635,56015,2739430
2790000,CE,14520,20,155940,14460,160,14520,40,46940,44720,14660,1567136965,14400,15835,12725,13280,2739430
2790000,PE,59730,20,700,58605,40,59385,40,27280,24240,57105,1567136965,55000,60200,54435,62795,2739430
2690000,CE,67305,20,20,65900,180,67380,40,12520,7900,67305,1567137024,67305,67305,67305,67695,2736575
2690000,PE,15845,20,187740,15750,80,15840,20,42880,37600,14005,1567137024,14400,15890,12300,14380,2736575
2700000,CE,59140,20,9820,59125,20,59530,20,92200,24900,62109,1567137024,62580,65065,58895,54730,2736575
2700000,PE,18285,20,348320,18235,20,18315,20,56400,42500,16237,1567137024,16000,18600,14500,17240,2736575
2710000,CE,52480,20,4840,52350,20,52770,20,33420,25240,55238,1567137024,56055,57745,52060,50375,2736575
2710000,PE,21635,60,123760,21475,40,21570,60,43940,47500,19086,1567137024,20280,21700,17040,20640,2736575
2720000,CE,45700,20,18800,45760,20,45975,20,30160,26380,48247,1567137024,49845,51095,45645,43110,2736575
2720000,PE,24810,20,162680,24785,20,24895,20,47540,33840,22245,1567137024,25000,25230,19510,24030,2736575
2730000,CE,39660,20,54500,39520,20,39685,20,35040,34660,41925,1567137024,35110,44430,35110,36655,2736575
2730000,PE,28440,20,146520,28390,20,28525,20,45440,38520,25661,1567137024,16800,28930,16800,27925,2736575
2740000,CE,33965,20,115080,34005,40,34105,20,50580,46060,36236,1567137024,39630,39630,33690,31680,2736575
2740000,PE,32915,20,139240,32850,40,32975,40,45900,31500,29425,1567137024,32900,34825,27000,32170,2736575
2750000,CE,28930,20,278880,28905,60,28975,20,50560,70280,30701,1567137024,28505,32390,28500,26750,2736575
2750000,PE,37500,20,178560,37270,40,37445,100,50540,32140,33571,1567137024,29000,38000,29000,37370,2736575
2760000,CE,24435,20,259640,24470,80,24565,60,47520,57040,25974,1567137024,27560,27560,24155,22870,2736575
2760000,PE,43030,20,25660,42895,40,43155,20,29520,27600,38735,1567137024,36935,43460,35900,43235,2736575
2770000,CE,20315,20,195840,20360,20,20450,80,49100,55880,21666,1567137024,23905,24555,19810,19065,2736575
2770000,PE,48855,20,9060,48610,40,48975,20,28840,26300,45290,1567137024,42180,49095,41410,49575,2736575
2780000,CE,16920,80,245820,16920,20,17005,20,50960,56700,17857,1567137024,17000,19195,15635,16020,2736575
2780000,PE,55000,20,7080,54920,40,55595,20,27760,22380,50513,1567137024,51035,55460,47635,56015,2736575
2790000,CE,13850,20,170660,13785,20,13845,80,45660,45900,14621,1567137024,14400,15835,12725,13280,2736575
2790000,PE,62190,20,900,61665,40,62930,60,26800,23900,57856,1567137024,55000,62190,54435,62795,2736575
2690000,CE,67305,20,20,69805,20,71400,180,12560,7700,67305,1567137084,67305,67305,67305,67695,2741705
2690000,PE,13840,20,212600,13815,20,13875,80,41280,41580,14104,1567137084,14400,15890,12300,14380,2741705
2700000,CE,62510,20,11100,62510,20,62950,20,113180,24720,62009,1567137084,62580,65065,58895,54730,2741705
2700000,PE,16190,40,402980,16175,80,16240,100,49780,49840,16374,1567137084,16000,18600,14500,17240,2741705
2710000,CE,55690,20,5080,55605,20,55965,20,31840,24880,55201,1567137084,56055,57745,52060,50375,2741705
2710000,PE,19250,20,145280,19110,20,19200,20,40820,51740,19239,1567137084,20280,21700,17040,20640,2741705
2720000,CE,48620,20,21380,48660,60,48860,20,31020,25320,48166,1567137084,49845,51095,45645,43110,2741705
2720000,PE,22230,100,198780,22225,20,22330,20,43260,37340,22496,1567137084,25000,25230,19510,24030,2741705
2730000,CE,42580,20,64520,42470,20,42665,20,34980,34860,41829,1567137084,35110,44430,35110,36655,2741705
2730000,PE,25615,20,169100,25505,20,25655,40,41920,42780,25867,1567137084,16800,28930,16800,27925,2741705
2740000,CE,36600,20,131200,36590,40,36680,20,53140,46920,36138,1567137084,39630,39630,33690,31680,2741705
2740000,PE,29445,20,158900,29325,20,29465,40,43020,34060,29612,1567137084,32900,34825,27000,32170,2741705
2750000,CE,31150,20,311040,31160,40,31255,40,62180,62440,30630,1567137084,28505,32390,28500,26750,2741705
2750000,PE,34110,20,199680,33840,20,34025,20,52380,34780,33796,1567137084,29000,38000,29000,37370,2741705
2760000,CE,26485,20,291340,26405,40,26530,20,50640,54160,25930,1567137084,27560,27560,24155,22870,2741705
2760000,PE,39335,20,30180,39230,20,39490,20,29720,26920,38970,1567137084,36935,43460,35900,43235,2741705
2770000,CE,22120,20,220000,22110,20,22185,20,49120,47200,21632,1567137084,23905,24555,19810,19065,2741705
2770000,PE,45135,40,9940,44545,40,44940,20,28840,26540,45283,1567137084,42180,49095,41410,49575,2741705
2780000,CE,18280,20,282860,18235,40,18300,120,56760,53960,17821,1567137084,17000,19195,15635,16020,2741705
2780000,PE,51025,40,8460,51180,20,51585,80,27640,22700,50714,1567137084,51035,55460,47635,56015,2741705
2790000,CE,14915,40,186780,14920,40,14970,20,46880,42920,14607,1567137084,14400,15835,12725,13280,2741705
2790000,PE,62190,20,900,56830,20,58245,20,26220,23180,57856,1567137084,55000,62190,54435,62795,2741705
2690000,CE,70200,20,40,69500,280,71080,40,13040,8460,68752,1567137144,67305,70200,67305,67695,2741455
2690000,PE,13830,20,230820,13830,20,13890,20,43920,45120,14073,1567137144,14400,15890,12300,14380,2741455
2700000,CE,62590,20,12460,61910,20,62405,20,113200,28580,62094,1567137144,62580,65065,58895,54730,2741455
2700000,PE,16225,20,442480,16285,40,16340,20,55520,49960,16341,1567137144,16000,18600,14500,17240,2741455
2710000,CE,55495,20,5660,55085,20,55455,20,32800,23920,55262,1567137144,56055,57745,52060,50375,2741455
2710000,PE,19015,20,158880,19035,20,19115,20,42740,49400,19203,1567137144,20280,21700,17040,20640,2741455
2720000,CE,48460,20,23340,48170,20,48375,20,31020,27120,48239,1567137144,49845,51095,45645,43110,2741455
2720000,PE,22250,20,224560,22165,120,22255,20,46200,36800,22436,1567137144,25000,25230,19510,24030,2741455
2730000,CE,42130,20,69780,41840,20,42010,20,35200,36860,41885,1567137144,35110,44430,35110,36655,2741455
2730000,PE,25615,20,190700,25610,20,25720,20,54680,42900,25806,1567137144,16800,28930,16800,27925,2741455
2740000,CE,36145,20,149280,35980,20,36215,40,50560,49680,36211,1567137144,39630,39630,33690,31680,2741455
2740000,PE,29495,20,175960,29530,20,29660,40,46680,34440,29578,1567137144,32900,34825,27000,32170,2741455
2750000,CE,30700,40,346700,30700,160,30735,100,63020,69720,30705,1567137144,28505,32390,28500,26750,2741455
2750000,PE,34185,20,217820,34120,20,34310,20,57400,33760,33788,1567137144,29000,38000,29000,37370,2741455
2760000,CE,26065,20,320020,25995,20,26110,80,46780,61740,25984,1567137144,27560,27560,24155,22870,2741455
2760000,PE,39305,20,34880,39225,20,39465,20,32640,27100,38947,1567137144,36935,43460,35900,43235,2741455
2770000,CE,21780,20,241500,21715,20,21805,80,46720,51720,21681,1567137144,23905,24555,19810,19065,2741455
2770000,PE,44630,20,14040,44650,20,45145,20,29700,26920,44997,1567137144,42180,49095,41410,49575,2741455
2780000,CE,18000,20,316360,17980,20,18035,40,55900,55700,17878,1567137144,17000,19195,15635,16020,2741455
2780000,PE,51275,20,9720,50805,80,51495,40,28300,23200,50659,1567137144,51035,55460,47635,56015,2741455
2790000,CE,14745,20,204140,14730,20,14785,20,47280,46500,14647,1567137144,14400,15835,12725,13280,2741455
2790000,PE,58090,20,960,57305,80,58395,40,25520,24620,57871,1567137144,55000,62190,54435,62795,2741455
2690000,CE,70200,20,40,71305,40,73195,40,12800,8020,68752,1567137204,67305,70200,67305,67695,2744335
2690000,PE,13125,20,251940,13120,20,13180,20,44860,44480,14013,1567137204,14400,15890,12300,14380,2744335
2700000,CE,64360,20,14680,63955,20,64330,20,113420,25740,62379,1567137204,62580,65065,58895,54730,2744335
2700000,PE,15420,20,484480,15375,80,15440,60,54840,47780,16282,1567137204,16000,18600,14500,17240,2744335
2710000,CE,57265,20,6440,56905,20,57260,20,32540,23920,55466,1567137204,56055,57745,52060,50375,2744335
2710000,PE,18170,20,172760,18130,200,18200,60,43680,49400,19136,1567137204,20280,21700,17040,20640,2744335
2720000,CE,50225,20,25200,49975,20,50210,40,31120,26700,48332,1567137204,49845,51095,45645,43110,2744335
2720000,PE,21195,20,249900,21135,20,21200,20,46100,36840,22311,1567137204,25000,25230,19510,24030,2744335
2730000,CE,43640,20,74980,43500,40,43640,20,35100,35480,41971,1567137204,35110,44430,35110,36655,2744335
2730000,PE,24580,120,210240,24520,320,24635,20,55480,44640,25707,1567137204,16800,28930,16800,27925,2744335
2740000,CE,37610,20,165380,37485,40,37620,20,50580,46280,36295,1567137204,39630,39630,33690,31680,2744335
2740000,PE,28430,20,192260,28335,20,28425,40,44240,34500,29502,1567137204,32900,34825,27000,32170,2744335
2750000,CE,31990,80,394480,31990,80,32050,140,102380,70560,30816,1567137204,28505,32390,28500,26750,2744335
2750000,PE,32645,20,233380,32760,200,32835,20,59080,35180,33746,1567137204,29000,38000,29000,37370,2744335
2760000,CE,27310,60,355720,27225,20,27280,60,51120,56340,26074,1567137204,27560,27560,24155,22870,2744335
2760000,PE,37515,20,37020,37680,20,37880,20,33360,27360,38919,1567137204,36935,43460,35900,43235,2744335
2770000,CE,22780,20,264480,22770,60,22855,20,48160,46200,21754,1567137204,23905,24555,19810,19065,2744335
2770000,PE,43475,20,15260,43095,20,43535,40,30420,27100,44891,1567137204,42180,49095,41410,49575,2744335
2780000,CE,19005,20,344540,19005,100,19080,160,60420,51520,17948,1567137204,17000,19210,15635,16020,2744335
2780000,PE,49050,40,9860,48970,160,49565,80,28780,22680,50642,1567137204,51035,55460,47635,56015,2744335
2790000,CE,15700,20,224940,15640,20,15675,60,49500,45340,14717,1567137204,14400,15835,12725,13280,2744335
2790000,PE,56500,20,1080,55360,20,56485,40,25000,24160,57765,1567137204,55000,62190,54435,62795,2744335
2690000,CE,70200,20,40,72605,40,74295,40,13140,8300,68752,1567137264,67305,70200,67305,67695,2745655
2690000,PE,12230,20,264860,12280,40,12340,40,52140,49400,13942,1567137264,14400,15890,11910,14380,2745655
2700000,CE,65760,20,16040,64895,20,65175,20,113720,26360,62594,1567137264,62580,65990,58895,54730,2745655
2700000,PE,14460,20,534800,14480,100,14540,60,59180,61480,16144,1567137264,16000,18600,14025,17240,2745655
2710000,CE,58660,20,6860,57800,20,58330,20,32220,24000,55615,1567137264,56055,58660,52060,50375,2745655
2710000,PE,17120,20,188020,17100,20,17175,20,44840,50580,18994,1567137264,20280,21700,16660,20640,2745655
2720000,CE,51015,20,26640,50800,20,51100,20,31920,27140,48467,1567137264,49845,51795,45645,43110,2745655
2720000,PE,20035,20,276500,20025,20,20115,40,44640,39960,22120,1567137264,25000,25230,19510,24030,2745655
2730000,CE,44475,60,80300,44145,20,44345,40,35140,36960,42113,1567137264,35110,44910,35110,36655,2745655
2730000,PE,23350,20,232380,23320,20,23400,20,54380,44160,25512,1567137264,16800,28930,16800,27925,2745655
2740000,CE,38100,20,180800,38065,20,38195,20,49460,45960,36454,1567137264,39630,39630,33690,31680,2745655
2740000,PE,27080,20,211740,27105,180,27205,20,43380,35720,29310,1567137264,32900,34825,26440,32170,2745655
2750000,CE,32670,20,454500,32615,60,32710,40,159200,62660,31037,1567137264,28505,32985,28500,26750,2745655
2750000,PE,31395,20,258400,31215,20,31395,60,57680,34620,33540,1567137264,29000,38000,29000,37370,2745655
2760000,CE,27760,20,398260,27655,20,27765,20,49540,58940,26236,1567137264,27560,28140,24155,22870,2745655
2760000,PE,36235,20,44860,36025,20,36255,20,32620,27740,38467,1567137264,36935,43460,35435,43235,2745655
2770000,CE,23300,20,299440,23190,20,23270,20,47860,47900,21926,1567137264,23905,24555,19810,19065,2745655
2770000,PE,41645,20,19380,41640,20,42055,20,30100,27740,44304,1567137264,42180,49095,40925,49575,2745655
2780000,CE,19300,20,392560,19280,20,19350,40,59680,62680,18122,1567137264,17000,19800,15635,16020,2745655
2780000,PE,47875,20,10500,47630,40,48125,20,30060,23380,50489,1567137264,51035,55460,47000,56015,2745655
2790000,CE,15940,20,256560,15920,100,15965,20,51880,42860,14868,1567137264,14400,16265,12725,13280,2745655
2790000,PE,55095,20,1940,53990,20,55100,200,25500,24580,56774,1567137264,55000,62190,54240,62795,2745655
2690000,CE,73000,20,60,73505,40,75175,40,13180,8220,70168,1567137324,67305,73000,67305,67695,2747430
2690000,PE,12000,20,287780,11915,20,12000,40,47460,54280,13816,1567137324,14400,15890,11900,14380,2747430
2700000,CE,66285,20,17460,66285,20,66685,20,114100,25220,62787,1567137324,62580,66565,58895,54730,2747430
2700000,PE,14170,40,591840,14085,40,14165,40,57740,73740,15990,1567137324,16000,18600,14025,17240,2747430
2710000,CE,58965,20,7260,58860,20,59285,20,33060,23040,55749,1567137324,56055,59000,52060,50375,2747430
2710000,PE,16680,20,208640,16635,20,16690,80,44660,53540,18814,1567137324,20280,21700,16600,20640,2747430
2720000,CE,51830,20,28100,51850,20,52090,20,32760,26380,48572,1567137324,49845,52140,45645,43110,2747430
2720000,PE,19565,20,299960,19505,80,19565,40,48320,43720,21958,1567137324,25000,25230,19425,24030,2747430
2730000,CE,45355,20,84540,45170,20,45360,20,37460,35140,42225,1567137324,35110,45440,35110,36655,2747430
2730000,PE,22840,20,251020,22735,20,22825,40,54160,45580,25351,1567137324,16800,28930,16800,27925,2747430
2740000,CE,39095,20,198640,39005,20,39140,80,52780,46700,36618,1567137324,39630,39630,33690,31680,2747430
2740000,PE,26380,20,231860,26380,40,26475,20,46520,39020,29117,1567137324,32900,34825,26205,32170,2747430
2750000,CE,33335,20,498720,33305,20,33335,60,159500,59860,31174,1567137324,28505,33400,28500,26750,2747430
2750000,PE,30440,20,279760,30405,20,30555,20,58860,38960,33371,1567137324,29000,38000,29000,37370,2747430
2760000,CE,28390,20,447140,28420,20,28475,40,50280,56120,26389,1567137324,27560,28520,24155,22870,2747430
2760000,PE,35400,20,48400,35165,20,35410,20,33780,31760,38293,1567137324,36935,43460,35125,43235,2747430
2770000,CE,23820,20,337760,23825,20,23915,20,51320,51820,22074,1567137324,23905,24555,19810,19065,2747430
2770000,PE,41040,20,22600,40600,920,40930,20,31080,29560,43986,1567137324,42180,49095,40605,49575,2747430
2780000,CE,19910,200,434180,19895,20,19975,120,62020,68500,18223,1567137324,17000,20000,15635,16020,2747430
2780000,PE,47340,160,12920,46510,40,47245,40,30580,26460,50032,1567137324,51035,55460,46960,56015,2747430
2790000,CE,16405,40,293940,16405,260,16445,20,56520,43360,14997,1567137324,14400,16500,12725,13280,2747430
2790000,PE,54200,20,2240,53060,20,54190,100,26040,23120,56528,1567137324,55000,62190,53510,62795,2747430
2690000,CE,74310,20,80,74900,280,76690,40,13180,8300,71203,1567137385,67305,74310,67305,67695,2749290
2690000,PE,11590,40,324040,11595,20,11645,40,47440,43620,13570,1567137385,14400,15890,11305,14380,2749290
2700000,CE,67910,20,18260,67340,20,67720,20,114540,26940,62986,1567137385,62580,67940,58895,54730,2749290
2700000,PE,13815,40,645240,13760,40,13820,140,55560,71360,15810,1567137385,16000,18600,13425,17240,2749290
2710000,CE,60460,20,7720,60310,20,60685,20,33540,24740,55998,1567137385,56055,60460,52060,50375,2749290
2710000,PE,16235,20,229580,16250,40,16310,80,45440,54580,18584,1567137385,20280,21700,15900,20640,2749290
2720000,CE,53170,20,31420,53130,60,53415,20,33300,28140,49010,1567137385,49845,53610,45645,43110,2749290
2720000,PE,19050,20,331720,19070,40,19145,80,51520,44480,21688,1567137385,25000,25230,18600,24030,2749290
2730000,CE,46600,20,91280,46310,20,46520,20,37460,36980,42502,1567137385,35110,46850,35110,36655,2749290
2730000,PE,22240,20,273240,22185,20,22280,80,55880,46300,25107,1567137385,16800,28930,16800,27925,2749290
2740000,CE,40040,20,222220,40050,40,40220,40,55120,45360,36952,1567137385,39630,40520,33690,31680,2749290
2740000,PE,25870,20,249780,25760,20,25885,60,47580,39720,28891,1567137385,32900,34825,25385,32170,2749290
2750000,CE,34365,20,543160,34285,20,34370,40,166380,60080,31402,1567137385,28505,34700,28500,26750,2749290
2750000,PE,29840,20,308420,29705,20,29870,60,52740,40960,33056,1567137385,29000,38000,29000,37370,2749290
2760000,CE,29190,60,488860,29180,20,29300,20,51440,60000,26613,1567137385,27560,29600,24155,22870,2749290
2760000,PE,34460,20,59720,34445,20,34680,80,34360,29440,37615,1567137385,36935,43460,33900,43235,2749290
2770000,CE,24650,20,377200,24560,40,24650,20,54620,50640,22313,1567137385,23905,24900,19810,19065,2749290
2770000,PE,39940,80,26420,39820,20,40120,20,31680,29020,43438,1567137385,42180,49095,39565,49575,2749290
2780000,CE,20415,20,476300,20395,20,20465,20,62800,69620,18402,1567137385,17000,20685,15635,16020,2749290
2780000,PE,45565,20,15480,45440,40,45920,20,29680,24800,49397,1567137385,51035,55460,45500,56015,2749290
2790000,CE,16880,20,320180,16835,20,16895,40,58220,43840,15141,1567137385,14400,17085,12725,13280,2749290
2790000,PE,52010,20,2320,51695,40,52595,40,27040,23840,56372,1567137385,55000,62190,52005,62795,2749290
2690000,CE,74310,20,80,73900,280,75995,60,12960,8440,71203,1567137444,67305,74310,67305,67695,2747320
2690000,PE,11800,20,341180,11745,20,11820,20,49420,43480,13461,1567137444,14400,15890,11040,14380,2747320
2700000,CE,66200,40,19120,66410,40,66810,20,114980,26080,63176,1567137444,62580,68405,58895,54730,2747320
2700000,PE,13980,20,699780,13970,220,14020,20,61420,68160,15633,1567137444,16000,18600,13145,17240,2747320
2710000,CE,59500,20,7920,59480,20,59925,20,34220,24480,56120,1567137444,56055,61340,52060,50375,2747320
2710000,PE,16480,80,253960,16470,20,16570,40,44500,51580,18318,1567137444,20280,21700,15350,20640,2747320
2720000,CE,52435,20,33080,52235,20,52495,40,32840,27420,49222,1567137444,49845,53800,45645,43110,2747320
2720000,PE,19340,200,356520,19325,100,19425,40,48520,43660,21485,1567137444,25000,25230,18200,24030,2747320
